Type, YearCreated, YearReported,  Market, FromPool, To_Gas/Pool, AmountEmitted, AmountRetained
5, 1, 19, 300, 209, 1000, 0.0047289219087935635, 0
5, 1, 19, 300, 209, 209, 0, 0.01141662740761269
5, 1, 1, 300, 210, 1000, 0.0381099543874619, 0
5, 1, 1, 300, 210, 210, 0, 2.070282555612539
5, 1, 2, 300, 210, 1000, 0.037421103228806096, 0
5, 1, 2, 300, 210, 210, 0, 2.0328614523837327
5, 1, 3, 300, 210, 1000, 0.03674470330307389, 0
5, 1, 3, 300, 210, 210, 0, 1.9961167490806588
5, 1, 4, 300, 210, 1000, 0.03608052954974328, 0
5, 1, 4, 300, 210, 210, 0, 1.9600362195309156
5, 1, 5, 300, 210, 1000, 0.035428360976342166, 0
5, 1, 5, 300, 210, 210, 0, 1.9246078585545734
5, 1, 6, 300, 210, 1000, 0.03478798058491761, 0
5, 1, 6, 300, 210, 210, 0, 1.8898198779696558
5, 1, 7, 300, 210, 1000, 0.03415917529983159, 0
5, 1, 7, 300, 210, 210, 0, 1.8556607026698242
5, 1, 8, 300, 210, 1000, 0.03354173589686704, 0
5, 1, 8, 300, 210, 210, 0, 1.8221189667729571
5, 1, 9, 300, 210, 1000, 0.032935456933608, 0
5, 1, 9, 300, 210, 210, 0, 1.7891835098393492
5, 1, 10, 300, 210, 1000, 0.03234013668108515, 0
5, 1, 10, 300, 210, 210, 0, 1.756843373158264
5, 1, 11, 300, 210, 1000, 0.03175557705665355, 0
5, 1, 11, 300, 210, 210, 0, 1.7250877961016104
5, 1, 12, 300, 210, 1000, 0.03118158355808176, 0
5, 1, 12, 300, 210, 210, 0, 1.6939062125435287
5, 1, 13, 300, 210, 1000, 0.03061796519883897, 0
5, 1, 13, 300, 210, 210, 0, 1.6632882473446897
5, 1, 14, 300, 210, 1000, 0.030064534444540936, 0
5, 1, 14, 300, 210, 210, 0, 1.6332237129001488
5, 1, 15, 300, 210, 1000, 0.02952110715055878, 0
5, 1, 15, 300, 210, 210, 0, 1.60370260574959
5, 1, 16, 300, 210, 1000, 0.028987502500742002, 0
5, 1, 16, 300, 210, 210, 0, 1.574715103248848
5, 1, 17, 300, 210, 1000, 0.028463542947257503, 0
5, 1, 17, 300, 210, 210, 0, 1.5462515603015905
5, 1, 18, 300, 210, 1000, 0.027949054151513275, 0
5, 1, 18, 300, 210, 210, 0, 1.5183025061500772
5, 1, 19, 300, 210, 1000, 0.027443864926150807, 0
5, 1, 19, 300, 210, 210, 0, 1.4908586412239264
5, 1, 1, 301, 204, 1000, 0.09243257506015681, 0
5, 1, 1, 301, 204, 1005, 0.023108143765039203, 0
5, 1, 1, 301, 204, 204, 0, 14.944405781174808
5, 1, 2, 301, 204, 1000, 0.0917234273772408, 0
5, 1, 2, 301, 204, 1005, 0.0229308568443102, 0
5, 1, 2, 301, 204, 204, 0, 14.829751496953257
5, 1, 3, 301, 204, 1000, 0.09101972031345724, 0
5, 1, 3, 301, 204, 1005, 0.02275493007836431, 0
5, 1, 3, 301, 204, 204, 0, 14.715976846561436
5, 1, 4, 301, 204, 1000, 0.0903214121280783, 0
5, 1, 4, 301, 204, 1005, 0.022580353032019575, 0
5, 1, 4, 301, 204, 204, 0, 14.603075081401338
5, 1, 5, 301, 204, 1000, 0.08962846140062482, 0
5, 1, 5, 301, 204, 1005, 0.022407115350156204, 0
5, 1, 5, 301, 204, 204, 0, 14.491039504650557
5, 1, 6, 301, 204, 1000, 0.08894082702839086, 0
5, 1, 6, 301, 204, 1005, 0.022235206757097715, 0
5, 1, 6, 301, 204, 204, 0, 14.379863470865068
5, 1, 7, 301, 204, 1000, 0.08825846822401076, 0
5, 1, 7, 301, 204, 1005, 0.02206461705600269, 0
